id,config_file_path,strategy,market,symbol,base_asset,quote_asset,timestamp,order_id,trade_type,order_type,price,amount,trade_fee,exchange_trade_id
189,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589808587002,buy://ETHTUSD/a52aa6d89fe8bdacf75a34f3f9,BUY,LIMIT,212.0939,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
190,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589809429852,buy://ETHTUSD/3df5d68bd3a6328385fbbe1eab,BUY,LIMIT,212.5137,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
191,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589810176047,buy://ETHTUSD/88b119533a644f920846acc1a7,BUY,LIMIT,212.1639,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
192,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589810532801,buy://ETHTUSD/bfc0e8bd65d1d2bda71970cda4,BUY,LIMIT,211.944,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
193,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589810603601,buy://ETHTUSD/e4c2c088e398e62553bac04768,BUY,LIMIT,211.884,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
194,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589812169677,buy://ETHTUSD/70a1f339681ba1fe670eefed1c,BUY,LIMIT,212.7286,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
195,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589813768000,sell://ETHTUSD/33c6370527d86d05f6e8f25a23,SELL,LIMIT,212.2511,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
196,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589814013001,buy://ETHTUSD/abf6cdbb711c51da1c1520716e,BUY,LIMIT,212.3038,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
197,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589815667657,buy://ETHTUSD/941e5b0372ff3e066251787a66,BUY,LIMIT,212.2938,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
198,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589815798501,buy://ETHTUSD/24eedb33b23518619126ba5add,BUY,LIMIT,211.894,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
199,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589815872539,buy://ETHTUSD/591ce15dbbcaa94b663b72a61d,BUY,LIMIT,210.3898,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
200,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589815956001,sell://ETHTUSD/a1869425d70661b86e59885003,SELL,LIMIT,210.5702,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
201,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589816626054,buy://ETHTUSD/86cb0e8dc301417a41731dab06,BUY,LIMIT,211.1294,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
202,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589817761002,sell://ETHTUSD/9d94331fb0b0b9166b77d616b3,SELL,LIMIT,211.3756,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
203,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589818012565,buy://ETHTUSD/5bc381d2383969df065ea20ee9,BUY,LIMIT,211.6191,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
204,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589818640001,sell://ETHTUSD/5bf6102e3c901b689e56ea7ad7,SELL,LIMIT,210.7303,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
205,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589818854001,buy://ETHTUSD/26fa65d9869a53b0aba54a07ea,BUY,LIMIT,210.4397,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
206,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589819136002,sell://ETHTUSD/a6fdc739e466e64f2089d151e6,SELL,LIMIT,209.1795,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
207,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589819295332,buy://ETHTUSD/f96d07f5f0fa91fda6bde2f0c1,BUY,LIMIT,209.4602,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
208,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589819757001,sell://ETHTUSD/51ce18b4b4d479b6a251eec088,SELL,LIMIT,209.1945,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
209,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589819839001,sell://ETHTUSD/26adafd5116914e13467af1e48,SELL,LIMIT,209.3896,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
210,conf_pmm_binance_ethtusd.yml,pure_market_making,binance_PaperTrade,ETHTUSD,ETH,TUSD,1589820012002,sell://ETHTUSD/0d7fa652f618b533e987af1dea,SELL,LIMIT,209.9149,0.1,"{""percent"": 0.0, ""flat_fees"": []}",
